ORCID,last_phd,total_pub,to_China,age,work1_avg,conn,is_Chinese,work_diff
0000-0003-3570-6401,1,6,0,7,0,0,1,0.181818182
0000-0003-3666-7862,1,8,0,6,0.142857143,0,1,-0.142857143
0000-0003-3694-7071,1,2,0,2,0.069767442,0,1,-0.048934109
0000-0003-3734-3624,1,3,0,3,0.088235294,0,1,-0.088235294
0000-0003-3767-8029,1,14,0,3,0.379310345,0,1,-0.251105217
0000-0003-3774-6247,1,9,0,3,0.224137931,0,1,0.032272325
0000-0003-3783-4685,1,6,0,3,0.147058824,0,1,-0.147058824
0000-0003-3814-7406,1,3,0,7,0.065789474,0,1,-0.065789474
0000-0003-3840-4839,0,10,0,8,0.158730159,0,1,0.060782036
0000-0003-3871-0342,1,5,0,3,0.120689655,0,1,-0.101081812
0000-0003-3880-3012,0,14,0,6,0.470588235,0,1,-0.213445378
0000-0003-3900-9363,1,4,0,6,0.052631579,0,1,-0.030409357
0000-0003-3924-2544,1,2,0,2,0.12,0,1,-0.12
0000-0003-3925-0296,0,37,0,20,0.043478261,0,1,0.341137124
0000-0003-3933-588X,0,3,0,3,0.02173913,0,1,0.061594203
0000-0003-3945-1012,0,8,0,7,0.127659574,0,1,-0.0535855
0000-0003-3955-7079,1,11,0,5,0,0,1,0.052631579
0000-0003-3994-9865,0,16,0,5,0.379310345,0,1,-0.307881773
0000-0003-4036-9446,0,46,0,6,0.862068966,0,1,-0.562068966
0000-0003-4042-2462,1,6,0,4,0.152542373,0,1,-0.054503157
0000-0003-4043-0737,0,6,0,6,0.636363636,0,1,-0.535353535
0000-0003-4116-8144,1,3,0,4,0.126984127,0,1,-0.098412698
0000-0003-4119-9047,0,15,0,7,0.142857143,0,1,0.086651054
0000-0003-4132-5322,0,84,0,7,1.454545455,0,1,0.853146853
0000-0003-4142-2982,1,15,0,6,0.305084746,0,1,-0.218128224
0000-0003-4145-6621,0,5,0,5,0.208333333,0,1,-0.047043011
0000-0003-4152-2430,0,4,0,5,0.05,0,1,0.25
0000-0003-4159-5621,0,7,0,7,0.018867925,0,1,0.068088597
0000-0003-4176-5109,0,6,0,3,0.118644068,0,1,-0.118644068
0000-0003-4183-8160,1,8,0,5,0.166666667,0,1,-0.005376344
0000-0003-4188-9865,0,4,0,3,0.104166667,0,1,-0.044166667
0000-0003-4199-4403,0,0,0,0,0,0,1,0
0000-0003-4209-5186,0,16,0,6,0.333333333,0,1,-0.333333333
0000-0003-4237-1806,0,12,0,6,0,0,1,0
0000-0003-4250-6168,0,6,0,5,0.075,0,1,0.725
0000-0003-4250-7275,1,0,0,0,0.018518519,0,1,0.037037037
0000-0003-4263-7838,1,4,0,2,0.085714286,0,1,0.022393822
0000-0003-4315-6809,1,9,0,5,0.155172414,0,1,-0.111694153
0000-0003-4320-6968,1,3,0,4,0,0,1,0
0000-0003-4331-7983,0,2,0,4,0,0,1,0
0000-0003-4334-1449,0,2,0,3,0.043478261,0,1,0.112077295
0000-0003-4371-7370,1,2,0,2,0.055555556,0,1,0.011111111
0000-0003-4409-4187,0,5,0,5,0.107142857,1,1,-0.003694581
0000-0003-4441-5614,1,9,0,9,0.128571429,0,1,-0.128571429
0000-0003-4446-4643,0,3,0,1,0,0,1,0
0000-0003-4455-5908,0,18,0,6,0.119047619,0,1,1.062770563
0000-0003-4458-5162,1,2,0,5,0.052631579,0,1,-0.052631579
0000-0003-4463-733X,1,8,0,4,0.166666667,0,1,-0.083333333
0000-0003-4506-908X,1,3,0,6,0,0,1,0
0000-0003-4516-9179,0,3,0,3,0.291666667,0,1,-0.291666667
0000-0003-4544-2323,1,7,0,7,0.052631579,0,1,0.161654135
0000-0003-4572-9666,0,31,0,9,0,0,1,0.318181818
0000-0003-4580-4582,1,4,0,2,0.103448276,0,1,-0.103448276
0000-0003-4722-0484,0,0,0,0,0.014492754,0,1,-0.014492754
0000-0003-4747-613X,1,6,0,6,0.111111111,0,1,0.161616162
0000-0003-4771-0088,1,7,0,3,0.052631579,0,1,0.00619195
0000-0003-4788-0247,1,3,0,3,0.104166667,0,1,-0.086925287
0000-0003-4797-2184,1,0,0,0,0.121212121,0,1,-0.103970742
0000-0003-4811-2012,0,15,0,7,0.209677419,0,1,-0.135603345
0000-0003-4816-9182,0,2,0,2,0.2,0,1,0.04
0000-0003-4823-8221,0,20,0,8,0.04,0,1,-0.04
0000-0003-4830-177X,0,6,0,5,0.05,0,1,0.320967742
0000-0003-4842-9458,0,29,0,8,0.361111111,0,1,0.158888889
0000-0003-4908-3313,0,0,0,0,0,0,1,0.102040816
0000-0003-4923-3633,0,0,0,0,0,0,1,0
0000-0003-4924-0921,0,9,0,4,0.057142857,0,1,-0.057142857
0000-0003-4927-8292,0,19,0,10,0.2,0,1,-0.2
0000-0003-4934-0367,1,29,0,7,0.421052632,0,1,-0.063909774
0000-0003-4935-825X,0,24,0,7,0.333333333,0,1,-0.242424242
0000-0003-4941-7432,1,17,0,7,0.294117647,0,1,-0.076726343
0000-0003-4945-9413,1,4,0,4,0.103448276,0,1,-0.084580351
0000-0003-4946-5688,0,4,0,3,0.024390244,0,1,-0.024390244
0000-0003-4974-365X,0,81,0,20,0.647887324,0,1,-0.052142643
0000-0003-4982-0109,1,3,0,5,0.057142857,0,1,-0.057142857
0000-0003-4984-3925,1,2,0,2,0.035087719,0,1,-0.035087719
